38 Sea Zone  (4173,2192)  (4125,2239)  (4125,2191)  (4220,2240)  (4173,2144)  (4221,2146)  (4123,2143)  (4268,2194)  (4268,2242)  (4316,2197)  (4316,2245)  | overflowToLeft=false
Novgorod  (2921,443)  (2968,469)  (2968,420)  (3016,414)  (3064,383)  (3055,333)  (3023,285)  (2977,282)  (2893,337)  (2975,232)  (2927,288)  (3021,235)  (2983,186)  | overflowToLeft=false
80 Sea Zone  (3498,2179)  (3450,2226)  (3450,2178)  (3545,2227)  (3498,2131)  (3546,2131)  (3546,2179)  (3448,2130)  (3497,2274)  (3449,2274)  (3402,2226)  (3402,2178)  (3593,2227)  (3593,2275)  (3545,2275)  (3401,2275)  (3496,2083)  (3544,2083)  (3592,2083)  (3594,2131)  (3594,2179)  (3400,2130)  (3400,2082)  (3448,2082)  (3497,2322)  (3449,2322)  (3630,2323)  (3582,2323)  (3401,2323)  (3496,2035)  (3544,2035)  (3592,2035)  (3544,1987)  (3592,1987)  (3380,1853)  (3348,1805)  | overflowToLeft=false
111 Sea Zone  (2109,344)  (2061,391)  (2061,343)  (2156,392)  (2109,296)  (2157,296)  (2157,344)  (2108,439)  (2165,440)  (2092,248)  (2140,248)  (2079,200)  (2127,200)  (2016,164)  (2064,152)  (2112,152)  | overflowToLeft=false
Niger  (2209,1992)  (2260,1996)  (2229,2041)  (2183,2040)  (2134,2041)  (2086,2053)  (2108,2000)  (2156,1992)  (2111,1948)  (2164,1942)  (2186,1899)  (2234,1871)  (2281,1860)  (2331,1857)  (2334,1905)  (2307,1954)  (2351,1948)  (2383,1901)  (2417,1858)  | overflowToLeft=false
74 Sea Zone  (3800,3091)  (3752,3138)  (3752,3090)  (3847,3139)  (3848,3050)  (3704,3164)  (3704,3116)  (3704,3068)  | overflowToLeft=false
105 Sea Zone  (1831,977)  (1783,1024)  (1783,976)  (1869,1025)  (1831,929)  (1879,929)  (1783,928)  (1821,1072)  (1831,881)  (1879,881)  (1783,880)  (1831,833)  | overflowToLeft=false
Burma  (4134,1948)  (4176,1966)  (4217,1962)  (4256,1914)  (4157,1851)  (4204,1840)  (4256,1816)  (4255,1863)  (4305,1843)  (4305,1795)  (4130,1995)  (4169,2014)  (4216,2013)  (4166,2061)  (4350,1785)  | overflowToLeft=false
Pripet Marshes  (3005,703)  (3052,701)  (3099,701)  | overflowToLeft=false
Evenkiyskiy  (4073,231)  (4122,227)  (4169,228)  (4042,108)  (4091,109)  (4145,108)  (4194,105)  (4214,55)  (4164,55)  (4117,55)  (4070,57)  (4053,7)  (4098,7)  (4145,6)  (4196,5)  (4064,282)  (4114,279)  (4165,275)  (4068,331)  (4121,327)  (4171,322)  (4126,376)  | overflowToLeft=false
14 Sea Zone  (6882,758)  (6834,805)  (6834,757)  (6929,806)  (6882,710)  (6930,710)  (6930,758)  (6832,709)  (6881,853)  (6833,853)  (6786,805)  (6786,757)  (6977,806)  (6977,854)  (6929,854)  (6785,854)  (6880,662)  (6928,662)  (6976,662)  (6978,710)  (6978,758)  (6784,709)  (6784,661)  (6832,661)  (6881,901)  (6833,901)  (6998,902)  (6950,902)  (6785,902)  (6880,614)  (6928,614)  (6976,614)  (6784,613)  (6832,613)  (6902,949)  (6854,949)  (6998,950)  (6950,950)  (6806,950)  | overflowToLeft=false
Nova Scotia  (776,551)  (824,530)  (826,576)  (860,619)  (950,579)  (984,527)  (991,475)  (1033,524)  (1077,551)  | overflowToLeft=false
Norway  (2429,243)  (2475,253)  (2381,276)  (2425,293)  (2375,323)  (2336,367)  (2385,370)  (2346,415)  (2514,154)  (2559,131)  (2559,86)  (2605,44)  (2607,92)  (2657,69)  (2657,22)  | overflowToLeft=false
Amur  (5354,497)  (5402,499)  (5446,501)  (5495,463)  (5494,414)  (5445,377)  (5394,378)  (5344,377)  (5297,394)  (5248,399)  (5200,419)  (5150,426)  (5102,445)  (5051,464)  (5100,493)  (5148,477)  (5195,469)  (5239,506)  (5295,519)  (5496,515)  (5544,512)  (5573,558)  (5593,509)  (5631,463)  (5659,413)  (5683,359)  (5679,310)  (5630,272)  (5581,255)  (5533,254)  (5487,251)  (5432,246)  (5384,242)  (5343,249)  (5329,290)  (5379,297)  (5428,298)  (5475,301)  (5525,301)  (5578,303)  (5628,321)  (5616,369)  (5566,349)  (5565,397)  (5564,448)  (5610,415)  (5517,346)  (5300,340)  (5704,404)  | overflowToLeft=false
Botswana  (2636,2954)  (2682,2953)  (2724,2953)  (2668,2835)  (2622,2830)  (2575,2850)  (2606,2900)  (2645,3004)  (2691,3001)  (2774,2964)  (2717,2833)  (2763,2831)  (2736,2782)  | overflowToLeft=false
20 Sea Zone  (4849,1804)  (4871,1756)  (4897,1804)  (4919,1729)  (4945,1777)  (4948,1659)  (4967,1611)  (4967,1707)  (4993,1755)  (4993,1803)  (4996,1659)  (4997,1556)  (5009,1491)  (5015,1707)  (5041,1755)  (5041,1803)  (5044,1655)  (5057,1481)  (5063,1703)  (5089,1751)  (5092,1614)  (5096,1529)  (5105,1481)  (5111,1662)  (5137,1710)  (5137,1758)  (5140,1577)  (5144,1529)  (5153,1481)  (5159,1625)  (5185,1673)  (5185,1721)  (5185,1769)  (5188,1577)  (5192,1529)  (5201,1481)  (5207,1625)  (5233,1673)  (5233,1721)  (5233,1769)  (5236,1577)  (5240,1529)  (5249,1481)  (5255,1625)  (5281,1673)  (5281,1721)  (5281,1769)  (5284,1577)  (5288,1529)  (5297,1481)  (5303,1625)  | overflowToLeft=false
Denmark  (2344,565)  (2393,567)  (2401,519)  (2386,474)  | overflowToLeft=false
55 Sea Zone  (5511,2591)  (5463,2603)  (5415,2625)  | overflowToLeft=false
Mexico  (7480,797)  (7529,798)  (7576,797)  (7628,795)  (7489,851)  (7508,898)  (7530,949)  (7596,916)  (7647,917)  (7621,965)  (7645,1012)  (7659,1060)  | overflowToLeft=false
Suriname  (923,1651)  (904,1690)  (912,1728)  (964,1733)  (1000,1690)  | overflowToLeft=false
Greenland  (797,0)  (844,1)  (891,0)  (939,1)  (986,0)  (797,47)  (843,48)  (891,48)  (939,47)  (986,48)  (845,91)  (892,91)  (940,90)  (983,88)  (910,137)  (958,137)  | overflowToLeft=false
49 Sea Zone  (6094,2483)  (6094,2531)  (6142,2515)  (6159,2429)  (6190,2532)  (6207,2429)  (6217,2477)  (6238,2525)  (6255,2388)  (6265,2436)  (6286,2484)  (6286,2532)  (6303,2340)  (6303,2388)  (6313,2436)  (6334,2484)  (6334,2532)  (6351,2318)  (6351,2366)  (6361,2414)  (6382,2462)  (6382,2510)  (6399,2318)  (6399,2366)  (6409,2414)  (6430,2462)  (6430,2510)  (6447,2318)  (6447,2366)  (6457,2414)  (6478,2462)  (6478,2510)  (6495,2318)  (6495,2366)  (6505,2414)  (6526,2462)  (6526,2510)  (6543,2318)  (6543,2366)  (6553,2414)  (6574,2462)  (6574,2510)  (6591,2318)  (6591,2366)  (6601,2414)  (6622,2462)  (6622,2510)  (6639,2318)  (6639,2366)  (6648,2225)  (6649,2414)  | overflowToLeft=false
